passengerid,survived,pclass,sex,age,sibsp,parch,ticket,fare,cabin,embarked_C,embarked_Q,embarked_S
592,1,1,female,52.0,1,0,36947,78.2667,D20,True,False,False
593,0,3,male,47.0,0,0,A/5 3902,7.25,,False,False,True
594,0,3,female,29.69911764705882,0,2,364848,7.75,,False,True,False
595,0,2,male,37.0,1,0,SC/AH 29037,26.0,,False,False,True
596,0,3,male,36.0,1,1,345773,24.15,,False,False,True
597,1,2,female,29.69911764705882,0,0,248727,33.0,,False,False,True
598,0,3,male,49.0,0,0,LINE,0.0,,False,False,True
599,0,3,male,29.69911764705882,0,0,2664,7.225,,True,False,False
600,1,1,male,49.0,1,0,PC 17485,56.9292,A20,True,False,False
601,1,2,female,24.0,2,1,243847,27.0,,False,False,True
602,0,3,male,29.69911764705882,0,0,349214,7.8958,,False,False,True
603,0,1,male,29.69911764705882,0,0,113796,42.4,,False,False,True
604,0,3,male,44.0,0,0,364511,8.05,,False,False,True
605,1,1,male,35.0,0,0,111426,26.55,,True,False,False
606,0,3,male,36.0,1,0,349910,15.55,,False,False,True
607,0,3,male,30.0,0,0,349246,7.8958,,False,False,True
608,1,1,male,27.0,0,0,113804,30.5,,False,False,True
609,1,2,female,22.0,1,2,SC/Paris 2123,41.5792,,True,False,False
610,1,1,female,40.0,0,0,PC 17582,153.4625,C125,False,False,True
611,0,3,female,39.0,1,5,347082,31.275,,False,False,True
612,0,3,male,29.69911764705882,0,0,SOTON/O.Q. 3101305,7.05,,False,False,True
613,1,3,female,29.69911764705882,1,0,367230,15.5,,False,True,False
614,0,3,male,29.69911764705882,0,0,370377,7.75,,False,True,False
615,0,3,male,35.0,0,0,364512,8.05,,False,False,True
616,1,2,female,24.0,1,2,220845,65.0,,False,False,True
617,0,3,male,34.0,1,1,347080,14.4,,False,False,True
618,0,3,female,26.0,1,0,A/5. 3336,16.1,,False,False,True
619,1,2,female,4.0,2,1,230136,39.0,F4,False,False,True
620,0,2,male,26.0,0,0,31028,10.5,,False,False,True
621,0,3,male,27.0,1,0,2659,14.4542,,True,False,False
622,1,1,male,42.0,1,0,11753,52.5542,D19,False,False,True
623,1,3,male,20.0,1,1,2653,15.7417,,True,False,False
624,0,3,male,21.0,0,0,350029,7.8542,,False,False,True
625,0,3,male,21.0,0,0,54636,16.1,,False,False,True
626,0,1,male,61.0,0,0,36963,32.3208,D50,False,False,True
627,0,2,male,57.0,0,0,219533,12.35,,False,True,False
628,1,1,female,21.0,0,0,13502,77.9583,D9,False,False,True
629,0,3,male,26.0,0,0,349224,7.8958,,False,False,True
630,0,3,male,29.69911764705882,0,0,334912,7.7333,,False,True,False
631,1,1,male,80.0,0,0,27042,30.0,A23,False,False,True
632,0,3,male,51.0,0,0,347743,7.0542,,False,False,True
633,1,1,male,32.0,0,0,13214,30.5,B50,True,False,False
634,0,1,male,29.69911764705882,0,0,112052,0.0,,False,False,True
635,0,3,female,9.0,3,2,347088,27.9,,False,False,True
636,1,2,female,28.0,0,0,237668,13.0,,False,False,True
637,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,,False,False,True
638,0,2,male,31.0,1,1,C.A. 31921,26.25,,False,False,True
639,0,3,female,41.0,0,5,3101295,39.6875,,False,False,True
640,0,3,male,29.69911764705882,1,0,376564,16.1,,False,False,True
641,0,3,male,20.0,0,0,350050,7.8542,,False,False,True
642,1,1,female,24.0,0,0,PC 17477,69.3,B35,True,False,False
643,0,3,female,2.0,3,2,347088,27.9,,False,False,True
644,1,3,male,29.69911764705882,0,0,1601,56.4958,,False,False,True
645,1,3,female,0.75,2,1,2666,19.2583,,True,False,False
646,1,1,male,48.0,1,0,PC 17572,76.7292,D33,True,False,False
647,0,3,male,19.0,0,0,349231,7.8958,,False,False,True
648,1,1,male,56.0,0,0,13213,35.5,A26,True,False,False
649,0,3,male,29.69911764705882,0,0,S.O./P.P. 751,7.55,,False,False,True
650,1,3,female,23.0,0,0,CA. 2314,7.55,,False,False,True
651,0,3,male,29.69911764705882,0,0,349221,7.8958,,False,False,True
652,1,2,female,18.0,0,1,231919,23.0,,False,False,True
653,0,3,male,21.0,0,0,8475,8.4333,,False,False,True
654,1,3,female,29.69911764705882,0,0,330919,7.8292,,False,True,False
655,0,3,female,18.0,0,0,365226,6.75,,False,True,False
656,0,2,male,24.0,2,0,S.O.C. 14879,73.5,,False,False,True
657,0,3,male,29.69911764705882,0,0,349223,7.8958,,False,False,True
658,0,3,female,32.0,1,1,364849,15.5,,False,True,False
659,0,2,male,23.0,0,0,29751,13.0,,False,False,True
660,0,1,male,58.0,0,2,35273,113.275,D48,True,False,False
661,1,1,male,50.0,2,0,PC 17611,133.65,,False,False,True
662,0,3,male,40.0,0,0,2623,7.225,,True,False,False
663,0,1,male,47.0,0,0,5727,25.5875,E58,False,False,True
664,0,3,male,36.0,0,0,349210,7.4958,,False,False,True
665,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,,False,False,True
666,0,2,male,32.0,2,0,S.O.C. 14879,73.5,,False,False,True
667,0,2,male,25.0,0,0,234686,13.0,,False,False,True
668,0,3,male,29.69911764705882,0,0,312993,7.775,,False,False,True
669,0,3,male,43.0,0,0,A/5 3536,8.05,,False,False,True
670,1,1,female,29.69911764705882,1,0,19996,52.0,C126,False,False,True
671,1,2,female,40.0,1,1,29750,39.0,,False,False,True
672,0,1,male,31.0,1,0,F.C. 12750,52.0,B71,False,False,True
673,0,2,male,70.0,0,0,C.A. 24580,10.5,,False,False,True
674,1,2,male,31.0,0,0,244270,13.0,,False,False,True
675,0,2,male,29.69911764705882,0,0,239856,0.0,,False,False,True
676,0,3,male,18.0,0,0,349912,7.775,,False,False,True
677,0,3,male,24.5,0,0,342826,8.05,,False,False,True
678,1,3,female,18.0,0,0,4138,9.8417,,False,False,True
679,0,3,female,43.0,1,6,CA 2144,46.9,,False,False,True
680,1,1,male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,True,False,False
681,0,3,female,29.69911764705882,0,0,330935,8.1375,,False,True,False
682,1,1,male,27.0,0,0,PC 17572,76.7292,D49,True,False,False
683,0,3,male,20.0,0,0,6563,9.225,,False,False,True
684,0,3,male,14.0,5,2,CA 2144,46.9,,False,False,True
685,0,2,male,60.0,1,1,29750,39.0,,False,False,True
686,0,2,male,25.0,1,2,SC/Paris 2123,41.5792,,True,False,False
687,0,3,male,14.0,4,1,3101295,39.6875,,False,False,True
688,0,3,male,19.0,0,0,349228,10.1708,,False,False,True
689,0,3,male,18.0,0,0,350036,7.7958,,False,False,True
690,1,1,female,15.0,0,1,24160,211.3375,B5,False,False,True
691,1,1,male,31.0,1,0,17474,57.0,B20,False,False,True
692,1,3,female,4.0,0,1,349256,13.4167,,True,False,False
693,1,3,male,29.69911764705882,0,0,1601,56.4958,,False,False,True
694,0,3,male,25.0,0,0,2672,7.225,,True,False,False
695,0,1,male,60.0,0,0,113800,26.55,,False,False,True
696,0,2,male,52.0,0,0,248731,13.5,,False,False,True
697,0,3,male,44.0,0,0,363592,8.05,,False,False,True
698,1,3,female,29.69911764705882,0,0,35852,7.7333,,False,True,False
699,0,1,male,49.0,1,1,17421,110.8833,C68,True,False,False
700,0,3,male,42.0,0,0,348121,7.65,F G63,False,False,True
701,1,1,female,18.0,1,0,PC 17757,227.525,C62 C64,True,False,False
702,1,1,male,35.0,0,0,PC 17475,26.2875,E24,False,False,True
703,0,3,female,18.0,0,1,2691,14.4542,,True,False,False
704,0,3,male,25.0,0,0,36864,7.7417,,False,True,False
705,0,3,male,26.0,1,0,350025,7.8542,,False,False,True
706,0,2,male,39.0,0,0,250655,26.0,,False,False,True
707,1,2,female,45.0,0,0,223596,13.5,,False,False,True
708,1,1,male,42.0,0,0,PC 17476,26.2875,E24,False,False,True
709,1,1,female,22.0,0,0,113781,151.55,,False,False,True
710,1,3,male,29.69911764705882,1,1,2661,15.2458,,True,False,False
711,1,1,female,24.0,0,0,PC 17482,49.5042,C90,True,False,False
712,0,1,male,29.69911764705882,0,0,113028,26.55,C124,False,False,True
713,1,1,male,48.0,1,0,19996,52.0,C126,False,False,True
714,0,3,male,29.0,0,0,7545,9.4833,,False,False,True
715,0,2,male,52.0,0,0,250647,13.0,,False,False,True
716,0,3,male,19.0,0,0,348124,7.65,F G73,False,False,True
717,1,1,female,38.0,0,0,PC 17757,227.525,C45,True,False,False
718,1,2,female,27.0,0,0,34218,10.5,E101,False,False,True
719,0,3,male,29.69911764705882,0,0,36568,15.5,,False,True,False
720,0,3,male,33.0,0,0,347062,7.775,,False,False,True
721,1,2,female,6.0,0,1,248727,33.0,,False,False,True
722,0,3,male,17.0,1,0,350048,7.0542,,False,False,True
723,0,2,male,34.0,0,0,12233,13.0,,False,False,True
724,0,2,male,50.0,0,0,250643,13.0,,False,False,True
725,1,1,male,27.0,1,0,113806,53.1,E8,False,False,True
726,0,3,male,20.0,0,0,315094,8.6625,,False,False,True
727,1,2,female,30.0,3,0,31027,21.0,,False,False,True
728,1,3,female,29.69911764705882,0,0,36866,7.7375,,False,True,False
729,0,2,male,25.0,1,0,236853,26.0,,False,False,True
730,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,,False,False,True
731,1,1,female,29.0,0,0,24160,211.3375,B5,False,False,True
732,0,3,male,11.0,0,0,2699,18.7875,,True,False,False
733,0,2,male,29.69911764705882,0,0,239855,0.0,,False,False,True
734,0,2,male,23.0,0,0,28425,13.0,,False,False,True
735,0,2,male,23.0,0,0,233639,13.0,,False,False,True
736,0,3,male,28.5,0,0,54636,16.1,,False,False,True
737,0,3,female,48.0,1,3,W./C. 6608,34.375,,False,False,True
738,1,1,male,35.0,0,0,PC 17755,512.3292,B101,True,False,False
739,0,3,male,29.69911764705882,0,0,349201,7.8958,,False,False,True
740,0,3,male,29.69911764705882,0,0,349218,7.8958,,False,False,True
741,1,1,male,29.69911764705882,0,0,16988,30.0,D45,False,False,True
742,0,1,male,36.0,1,0,19877,78.85,C46,False,False,True
743,1,1,female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,True,False,False
744,0,3,male,24.0,1,0,376566,16.1,,False,False,True
745,1,3,male,31.0,0,0,STON/O 2. 3101288,7.925,,False,False,True
746,0,1,male,70.0,1,1,WE/P 5735,71.0,B22,False,False,True
747,0,3,male,16.0,1,1,C.A. 2673,20.25,,False,False,True
748,1,2,female,30.0,0,0,250648,13.0,,False,False,True
749,0,1,male,19.0,1,0,113773,53.1,D30,False,False,True
750,0,3,male,31.0,0,0,335097,7.75,,False,True,False
751,1,2,female,4.0,1,1,29103,23.0,,False,False,True
752,1,3,male,6.0,0,1,392096,12.475,E121,False,False,True
753,0,3,male,33.0,0,0,345780,9.5,,False,False,True
754,0,3,male,23.0,0,0,349204,7.8958,,False,False,True
755,1,2,female,48.0,1,2,220845,65.0,,False,False,True
756,1,2,male,0.67,1,1,250649,14.5,,False,False,True
757,0,3,male,28.0,0,0,350042,7.7958,,False,False,True
758,0,2,male,18.0,0,0,29108,11.5,,False,False,True
759,0,3,male,34.0,0,0,363294,8.05,,False,False,True
760,1,1,female,33.0,0,0,110152,86.5,B77,False,False,True
761,0,3,male,29.69911764705882,0,0,358585,14.5,,False,False,True
762,0,3,male,41.0,0,0,SOTON/O2 3101272,7.125,,False,False,True
763,1,3,male,20.0,0,0,2663,7.2292,,True,False,False
764,1,1,female,36.0,1,2,113760,120.0,B96 B98,False,False,True
765,0,3,male,16.0,0,0,347074,7.775,,False,False,True
766,1,1,female,51.0,1,0,13502,77.9583,D11,False,False,True
767,0,1,male,29.69911764705882,0,0,112379,39.6,,True,False,False
768,0,3,female,30.5,0,0,364850,7.75,,False,True,False
769,0,3,male,29.69911764705882,1,0,371110,24.15,,False,True,False
770,0,3,male,32.0,0,0,8471,8.3625,,False,False,True
771,0,3,male,24.0,0,0,345781,9.5,,False,False,True
772,0,3,male,48.0,0,0,350047,7.8542,,False,False,True
773,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,E77,False,False,True
774,0,3,male,29.69911764705882,0,0,2674,7.225,,True,False,False
775,1,2,female,54.0,1,3,29105,23.0,,False,False,True
776,0,3,male,18.0,0,0,347078,7.75,,False,False,True
777,0,3,male,29.69911764705882,0,0,383121,7.75,F38,False,True,False
778,1,3,female,5.0,0,0,364516,12.475,,False,False,True
779,0,3,male,29.69911764705882,0,0,36865,7.7375,,False,True,False
780,1,1,female,43.0,0,1,24160,211.3375,B3,False,False,True
781,1,3,female,13.0,0,0,2687,7.2292,,True,False,False
782,1,1,female,17.0,1,0,17474,57.0,B20,False,False,True
783,0,1,male,29.0,0,0,113501,30.0,D6,False,False,True
784,0,3,male,29.69911764705882,1,2,W./C. 6607,23.45,,False,False,True
785,0,3,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,False,False,True
786,0,3,male,25.0,0,0,374887,7.25,,False,False,True
787,1,3,female,18.0,0,0,3101265,7.4958,,False,False,True
788,0,3,male,8.0,4,1,382652,29.125,,False,True,False
789,1,3,male,1.0,1,2,C.A. 2315,20.575,,False,False,True
790,0,1,male,46.0,0,0,PC 17593,79.2,B82 B84,True,False,False
791,0,3,male,29.69911764705882,0,0,12460,7.75,,False,True,False
792,0,2,male,16.0,0,0,239865,26.0,,False,False,True
793,0,3,female,29.69911764705882,8,2,CA. 2343,69.55,,False,False,True
794,0,1,male,29.69911764705882,0,0,PC 17600,30.6958,,True,False,False
795,0,3,male,25.0,0,0,349203,7.8958,,False,False,True
796,0,2,male,39.0,0,0,28213,13.0,,False,False,True
797,1,1,female,49.0,0,0,17465,25.9292,D17,False,False,True
798,1,3,female,31.0,0,0,349244,8.6833,,False,False,True
799,0,3,male,30.0,0,0,2685,7.2292,,True,False,False
800,0,3,female,30.0,1,1,345773,24.15,,False,False,True
801,0,2,male,34.0,0,0,250647,13.0,,False,False,True
802,1,2,female,31.0,1,1,C.A. 31921,26.25,,False,False,True
803,1,1,male,11.0,1,2,113760,120.0,B96 B98,False,False,True
804,1,3,male,0.42,0,1,2625,8.5167,,True,False,False
805,1,3,male,27.0,0,0,347089,6.975,,False,False,True
806,0,3,male,31.0,0,0,347063,7.775,,False,False,True
807,0,1,male,39.0,0,0,112050,0.0,A36,False,False,True
808,0,3,female,18.0,0,0,347087,7.775,,False,False,True
809,0,2,male,39.0,0,0,248723,13.0,,False,False,True
810,1,1,female,33.0,1,0,113806,53.1,E8,False,False,True
811,0,3,male,26.0,0,0,3474,7.8875,,False,False,True
812,0,3,male,39.0,0,0,A/4 48871,24.15,,False,False,True
813,0,2,male,35.0,0,0,28206,10.5,,False,False,True
814,0,3,female,6.0,4,2,347082,31.275,,False,False,True
815,0,3,male,30.5,0,0,364499,8.05,,False,False,True
816,0,1,male,29.69911764705882,0,0,112058,0.0,B102,False,False,True
817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,,False,False,True
818,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,,True,False,False
819,0,3,male,43.0,0,0,C 7075,6.45,,False,False,True
820,0,3,male,10.0,3,2,347088,27.9,,False,False,True
821,1,1,female,52.0,1,1,12749,93.5,B69,False,False,True
822,1,3,male,27.0,0,0,315098,8.6625,,False,False,True
823,0,1,male,38.0,0,0,19972,0.0,,False,False,True
824,1,3,female,27.0,0,1,392096,12.475,E121,False,False,True
825,0,3,male,2.0,4,1,3101295,39.6875,,False,False,True
826,0,3,male,29.69911764705882,0,0,368323,6.95,,False,True,False
827,0,3,male,29.69911764705882,0,0,1601,56.4958,,False,False,True
828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,,True,False,False
829,1,3,male,29.69911764705882,0,0,367228,7.75,,False,True,False
830,1,1,female,62.0,0,0,113572,80.0,B28,False,False,False
831,1,3,female,15.0,1,0,2659,14.4542,,True,False,False
832,1,2,male,0.83,1,1,29106,18.75,,False,False,True
833,0,3,male,29.69911764705882,0,0,2671,7.2292,,True,False,False
834,0,3,male,23.0,0,0,347468,7.8542,,False,False,True
835,0,3,male,18.0,0,0,2223,8.3,,False,False,True
836,1,1,female,39.0,1,1,PC 17756,83.1583,E49,True,False,False
837,0,3,male,21.0,0,0,315097,8.6625,,False,False,True
838,0,3,male,29.69911764705882,0,0,392092,8.05,,False,False,True
839,1,3,male,32.0,0,0,1601,56.4958,,False,False,True
840,1,1,male,29.69911764705882,0,0,11774,29.7,C47,True,False,False
841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,,False,False,True
842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,,False,False,True
843,1,1,female,30.0,0,0,113798,31.0,,True,False,False
844,0,3,male,34.5,0,0,2683,6.4375,,True,False,False
845,0,3,male,17.0,0,0,315090,8.6625,,False,False,True
846,0,3,male,42.0,0,0,C.A. 5547,7.55,,False,False,True
847,0,3,male,29.69911764705882,8,2,CA. 2343,69.55,,False,False,True
848,0,3,male,35.0,0,0,349213,7.8958,,True,False,False
849,0,2,male,28.0,0,1,248727,33.0,,False,False,True
850,1,1,female,29.69911764705882,1,0,17453,89.1042,C92,True,False,False
851,0,3,male,4.0,4,2,347082,31.275,,False,False,True
852,0,3,male,74.0,0,0,347060,7.775,,False,False,True
853,0,3,female,9.0,1,1,2678,15.2458,,True,False,False
854,1,1,female,16.0,0,1,PC 17592,39.4,D28,False,False,True
855,0,2,female,44.0,1,0,244252,26.0,,False,False,True
856,1,3,female,18.0,0,1,392091,9.35,,False,False,True
857,1,1,female,45.0,1,1,36928,164.8667,,False,False,True
858,1,1,male,51.0,0,0,113055,26.55,E17,False,False,True
859,1,3,female,24.0,0,3,2666,19.2583,,True,False,False
860,0,3,male,29.69911764705882,0,0,2629,7.2292,,True,False,False
861,0,3,male,41.0,2,0,350026,14.1083,,False,False,True
862,0,2,male,21.0,1,0,28134,11.5,,False,False,True
863,1,1,female,48.0,0,0,17466,25.9292,D17,False,False,True
864,0,3,female,29.69911764705882,8,2,CA. 2343,69.55,,False,False,True
865,0,2,male,24.0,0,0,233866,13.0,,False,False,True
866,1,2,female,42.0,0,0,236852,13.0,,False,False,True
867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,,True,False,False
868,0,1,male,31.0,0,0,PC 17590,50.4958,A24,False,False,True
869,0,3,male,29.69911764705882,0,0,345777,9.5,,False,False,True
870,1,3,male,4.0,1,1,347742,11.1333,,False,False,True
871,0,3,male,26.0,0,0,349248,7.8958,,False,False,True
872,1,1,female,47.0,1,1,11751,52.5542,D35,False,False,True
873,0,1,male,33.0,0,0,695,5.0,B51 B53 B55,False,False,True
874,0,3,male,47.0,0,0,345765,9.0,,False,False,True
875,1,2,female,28.0,1,0,P/PP 3381,24.0,,True,False,False
876,1,3,female,15.0,0,0,2667,7.225,,True,False,False
877,0,3,male,20.0,0,0,7534,9.8458,,False,False,True
878,0,3,male,19.0,0,0,349212,7.8958,,False,False,True
879,0,3,male,29.69911764705882,0,0,349217,7.8958,,False,False,True
880,1,1,female,56.0,0,1,11767,83.1583,C50,True,False,False
881,1,2,female,25.0,0,1,230433,26.0,,False,False,True
882,0,3,male,33.0,0,0,349257,7.8958,,False,False,True
883,0,3,female,22.0,0,0,7552,10.5167,,False,False,True
884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,,False,False,True
885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,,False,False,True
886,0,3,female,39.0,0,5,382652,29.125,,False,True,False
887,0,2,male,27.0,0,0,211536,13.0,,False,False,True
888,1,1,female,19.0,0,0,112053,30.0,B42,False,False,True
889,0,3,female,29.69911764705882,1,2,W./C. 6607,23.45,,False,False,True
890,1,1,male,26.0,0,0,111369,30.0,C148,True,False,False
891,0,3,male,32.0,0,0,370376,7.75,,False,True,False
